id,description,host_id,host_name,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,latitude,longitude,room_type,bathrooms,bathrooms_text,amenities,price,number_of_reviews
26681812,"Der Vermieter spricht Holländisch,  Deutsch, English. Der Vermieterin spricht Höllandisch, Russisch + English. <br />Beide wohnen neben der Ferienwohnung und bieten Hilfe bei Transport, Stadtführungen und Rundfahrt mit einem Cadillac cabriolet.<br /><br /><b>The space</b><br />Die Wohnung ist komplett von der Wohnung im Erdgeschoss getrennt, wo der Besitzer mit seiner Frau  wohnen. <br />Die Wohnung hat ein Zimmer im Erdgeschoss. <br />Unter gibt es zwei Zimmer, Badezimmer mit Dusche, separates WC und Küche. Die Gesamtfläche beträgt ca. 50 m².  Jedes Zimmer hat einen Heizkörper und es gibt ein Belüftungssystem. Es gibt 4 einzelne Boxspringbetten.<br /><br />Öffentliche Verkehrsmittel in unmittelbarer Nähe (ca. 400 Meter), zum Hafen von Scheveningen, Hauptbahnhof, Stadtzentrum. Entfernung nach Amsterdam 60 km, Entfernung nach Rotterdam 30 km.<br /><br />The appartment is complete and separated and next to the appartment of the owner and his wife. It has one room on street level and 2 ro",200589434,Koen,100%,98%,"['email', 'phone']",Bomenbuurt,52.08003,4.27131,Entire home/apt,,1 bath,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Microwave"", ""Wifi"", ""Essentials"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Dryer"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""Shampoo"", ""Host greets you"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers""]",$100.00,129
26733716,"Cosy apartment close to the centre & beach<br /><br /><b>The space</b><br />The apartment is fairly compact (87 square meters) with a small sitting room, a large, cosy kitchen with table and chairs and access to the garden with seating and table / chairs accessible from the kitchen and downstairs bedroom. One of the two bedrooms is spacious, the second is rather smaller and is reached via a fairly steep staircase (see photograph) and is not suitable for use by small children.<br /><br /><b>Guest access</b><br />The whole apartment is available for your use.  This is my home so you will find some of my possessions still around.  However there will be plenty of space (ie in wardrobe, chest of drawers / cupboards) and of course all spaces will be clean and prepared for your stay.<br /><br /><b>Other things to note</b><br />Den Haag council charges €5,35 per person per night tourist tax.  This  is included in the charge for the apartment.<br /><br /><b>License number</b><br />05189EF1E9B26",7843936,Riekje,100%,71%,"['email', 'phone']",Archipelbuurt,52.09157,4.30597,Entire home/apt,,1.5 baths,"[""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Microwave"", ""Wifi"", ""Outdoor dining area"", ""Essentials"", ""Long term stays allowed"", ""Oven"", ""Clothing storage: closet and dresser"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Stove"", ""Lockbox"", ""Cleaning products"", ""Washer"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Freezer"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Board games"", ""Baking sheet"", ""Outdoor furniture"", ""Backyard"", ""Toaster"", ""Carbon monoxide alarm"", ""Portable fans"", ""Dishwasher"", ""Dining table"", ""Hangers"", ""Children\u2019s books and toys""]",$130.00,25
26743277,"Cosy and comfortable home. Situated near several large parks and just 5 minutes away from the beach (by car) or a nice 15 minute walk through the nearby park that connects directly to the Beach.<br /><br />This home is ideally suitable if you are traveling with kids and want to enjoy a nice holiday near the beach. Cultural visits, restaurants and shopping are found at Kijkduin beach resort or in the city center of the Haque.<br /><br />You'll have a spacious private terrace(50m2) with sauna, relax chairs,table,etc.<br /><br /><b>The space</b><br />The house is located on ground floor. The house consists of three floors:<br />1st floor : hallway, bedroom, bathroom<br />2nd floor: living room, kitchen, terrace(50m2), toilet. <br />3rd/open attic: cosy open floor not separated by walls. On one side a Kingsize bed & on the other side a bunk bed. <br /><br />The living room offers a large relaxing sofa and chair. The dinner table is back room next to the kitchen.<br /><br />There is a spaci",8250854,Tim,100%,100%,"['email', 'phone', 'work_email']",Nieuw Waldeck,52.05933,4.24514,Entire home/apt,,1 bath,"[""Hot water"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Private patio or balcony"", ""Oven"", ""Outdoor dining area"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Free street parking"", ""Private sauna"", ""Dryer"", ""Free parking on premises"", ""Stove"", ""Lockbox"", ""Cleaning products"", ""Washer"", ""Private entrance"", ""Coffee maker"", ""Bed linens"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Dining table"", ""Hangers"", ""Children\u2019s books and toys""]",$165.00,15
26830582,"You have the entire top floor with private bathroom and toilet. The room is divided into a sitting area and a sleeping area. Our house is located directly near public transport. You are in the citycenter within 15 minutes and only 5 minutes by bike to the beach<br /><br /><b>The space</b><br />The entire top floor is for you. The floor consists of a cozy dining area, sofa and armchair. Sleeping area with box spring of 180 cm wide. A shower and separate toilet. You can use the washing machine in consultation.<br /><br /><b>Guest access</b><br />After entering you will see the stairs to the second floor. The entire second floor is private for you. The top floor is equipped with all conveniences, such as its own coffee machine, tea, fridge and microwave.<br /><br /><b>Other things to note</b><br />There is a nice shopping center nearby where you can eat at the pizzeria, shop at two supermarkets and here you can also charge your debit card for the tram. This will be helpfull to discover ou",67048938,Yke,,100%,"['email', 'phone']",Componistenbuurt,52.06497,4.23981,Private room,,1.5 baths,"[""Hot water"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Microwave"", ""Wifi"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Free street parking"", ""Dryer"", ""Free parking on premises"", ""Lockbox"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""Beachfront"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers""]",$72.00,168
26906890,"Lovely house at a supurb place! More than 300m2.  9 rooms; 4/5 bedrooms, 2 bathrooms and an extra televisionroom. Suitable for 4 adults, 4 children above 2 years. 1 cotbed could be places if necessary. Fully equiped kitchen. Big garden (270 m2) with playing facilities. All renovated in 2016. <br /><br />Near the beach (10 min. by car; 15 min. by bike), city centre and trainstation at 5 minutes, shops, restaurants, park and tenniscourts and footballfields around the corner. Very central but quiet place.<br /><br /><b>Other things to note</b><br />Non smoking, no pets<br /><br /><b>License number</b><br />0518 25DE B459 80EB B47A",21073673,Hermiette,100%,100%,"['email', 'phone']",Arendsdorp,52.09504,4.3204,Entire home/apt,,2 baths,"[""Hot water"", ""Dedicated workspace"", ""Fire pit"", ""Clothing storage"", ""BBQ grill"", ""Indoor fireplace"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Crib"", ""Wifi \u2013 1 Mbps"", ""Cooking basics"", ""Babysitter recommendations"", ""Ping pong table"", ""Extra pillows and blankets"", ""Microwave"", ""Outdoor dining area"", ""Bathtub"", ""Essentials"", ""Cable TV"", ""Oven"", ""Long term stays allowed"", ""Heating"", ""Safe"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Free washer \u2013 In unit"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib"", ""Stove"", ""HDTV with standard cable, Netflix, premium cable"", ""Beach essentials"", ""Lockbox"", ""Private entrance"", ""Changing table"", ""Coffee maker"", ""Hair dryer"", ""Private fenced garden or backyard"", ""Beachfront"", ""High chair"", ""Patio or balcony"", ""Bed linens"", ""First aid kit"", ""Host greets you"", ""Outdoor furniture"", ""EV charger"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Cleaning before checkout"", ""Hangers"", ""Children\u2019s books and toys""]",$350.00,9
26938023,"Spacious apartment of 95 m2 on the top floor of a traditional Hague apartment.<br />Suitable for a family with young children.<br />The entrance is on the first floor, after which you enter a large light hall with a large staircase. All rooms are located around this hall.<br /><br />The property is suitable for 2 adults and 3 children.<br /><br /><b>The space</b><br />A large living room with kitchen. On the kitchen side is a small balcony with 3 seats.<br /><br />In the kitchen there is a very large dining table with couch where you can linger.<br />The kitchen is equipped with a fridge, freezer, dishwasher, large 6-burner gas stove with oven, a combi microwave and all kitchen utensils.<br />In the living room a 3-sofa and 2 armchairs, TV with Netflix and DVD player.<br /><br />At the rear is the master bedroom with a double bed, bedside tables and a wardrobe with space for hanging clothes.<br />Also in the rear a children's bedroom with a single bed.  (90 x 1.90 m)<br /><br />At the ",12649321,Fanny,100%,92%,"['email', 'phone', 'work_email']",Bloemenbuurt-Oost,52.07598,4.25771,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Long term stays allowed"", ""Essentials"", ""Cable TV"", ""Oven"", ""Private patio or balcony"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Free washer \u2013 In unit"", ""Children\u2019s dinnerware"", ""Stove"", ""Private entrance"", ""TV with Netflix, Apple TV, standard cable"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Shampoo"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Cleaning before checkout"", ""Hangers"", ""Children\u2019s books and toys""]",$250.00,16
27168910,"Every home comfort is at hand in this compact and high-spec studio. Chic design touches highlight every corner, with exposed beams and polished wooden floors adding warmth and texture. Explore the city and the marina from this sunny home-from-home.<br /><br />--> bbwestduin.nl<br /><br /><br />Something to celebrate?<br />We offer 2 packages:<br /> 1. Decorated apartment, champagne glasses and a bottle sparkling wine (in the fridge) 25 euros<br />2. Decorated apartment, champagne glasses and a bottle of champagne 'MOET' (in the fridge) 65 euros<br /><br />We would love to hear what kind of party you are celebrating for appropriate decoration.<br /><br /><b>License number</b><br />0518 DDA4 C8BD 104A 1EDA",33132059,Stefanie,100%,99%,"['email', 'phone', 'work_email']",Geuzenkwartier,52.09738,4.27098,Entire home/apt,,1 bath,"[""Room-darkening shades"", ""Wifi"", ""Fire extinguisher"", ""Washer"", ""Heating"", ""Smoke alarm"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Full kitchen"", ""Paid parking off premises"", ""Dishwasher"", ""Bathroom essentials"", ""Bedroom comforts"", ""Iron"", ""Carbon monoxide alarm"", ""Dryer""]",$139.00,301
27359901,"Cozy 5 ROOM DOUBLE UPPER HOUSE with two balconies in the center of Voorburg fully upholstered .. Located within walking distance of the Herenstraat and the old center. Renowned restaurants and luxury shops are within walking distance. Excellent connections with roads A12 to Utrecht, A13 to Rotterdam and the A4 to Amsterdam and public transport. Every Saturday there is a pleasant weekly market.",206179719,Sander,,25%,"['email', 'phone']",Vlietzoom-Oost,52.06815,4.36252,Entire home/apt,,1 bath,"[""Stove"", ""Wifi"", ""Shampoo"", ""Essentials"", ""Washer"", ""Heating"", ""Private entrance"", ""Dishes and silverware"", ""TV"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Patio or balcony""]",$85.00,37
27478329,"You won’t find a better place to enjoy your visit to the Netherlands than my house. It’s located very strategic near public transport. Do you want to go to the center of The Hague? It’s 5 minutes walking to the tram, and 10 minutes in it. Rotterdam? Same 5 minutes and then 30 minutes in the tram. Cheaper than parking your car! Groceries are 3 minutes away at the roundabout (fresh vegetables, butcher, bakery, etc).<br /><br /><b>The space</b><br />You will enjoy the space, comfort, quiet, and vicinity to The Hague, the beach, and the old town of Voorburg. You can use the whole house except the top floor where we have our private bedroom which we don’t rent. This means you can use two large bedrooms, one extra mattress in case you need it, the second floor with bathroom and washroom, and the complete ground floor with the kitchen, dining room, and living room.<br /><br /><b>Guest access</b><br />You can use everything except the top floor.<br /><br /><b>Other things to note</b><br />We w",12894912,Bart,100%,83%,"['email', 'phone']",Vlietzoom-Oost,52.07814,4.37485,Entire home/apt,,2 baths,"[""Hot water"", ""Dedicated workspace"", ""BBQ grill"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Sonos sound system"", ""Bread maker"", ""Extra pillows and blankets"", ""Microwave"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Outdoor dining area"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Clothing storage: wardrobe"", ""Refrigerator"", ""Iron"", ""Free street parking"", ""Dryer"", ""Free parking on premises"", ""Stove"", ""Lockbox"", ""Cleaning products"", ""Washer"", ""Private entrance"", ""Ethernet connection"", ""Wine glasses"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Freezer"", ""Hangers"", ""Ceiling fan"", ""Patio or balcony"", ""Bed linens"", ""First aid kit"", ""Shampoo"", ""Shower gel"", ""Board games"", ""Baking sheet"", ""Body soap"", ""Outdoor furniture"", ""Backyard"", ""Toaster"", ""EV charger"", ""Carbon monoxide alarm"", ""Portable fans"", ""Dishwasher"", ""Indoor fireplace"", ""Dining table""]",$150.00,13
27565541,"My place is close to restaurants and dining, public transport, family-friendly activities, nightlife, and the beach. You’ll love my place because of the ambiance, the outdoors space, the neighborhood, the comfy bed, and the light. My place is good for  solo adventurers, and business travelers.<br /><br /><b>Other things to note</b><br />House rules:<br /><br />1.	On the day of arrival, based on the local municipality rules host may need a copy of identity (passport, driving license, or student card).<br />2.	Guest can eat his or her stuff in the living room, or their room and at the end clean up everything they used in the kitchen and in the rooms.<br />3.	Guest is advised to keep the room and the common areas used clean. While leaving host expects guests to leave the room in a clean shape as was provided.<br />4.	After 20:00, avoid making noise and playing loud music.<br />5.	No pets are allowed<br />6.	Use of washing machine is applicable to only the guest booked more than two weeks ",28967205,Mohammed,80%,20%,"['email', 'phone']",Laakkwartier-West,52.05757,4.32087,Private room,,1 shared bath,"[""First aid kit"", ""Wifi"", ""Essentials"", ""Lock on bedroom door"", ""Washer"", ""Heating"", ""Breakfast"", ""TV"", ""Kitchen"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Hangers""]",$32.00,47
